"Column Name","Label"
"S0501_C01_051M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C02_051E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C02_051M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C03_051E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C03_051M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C04_051E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C04_051M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C05_051E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C05_051M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
"S0501_C01_052E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C01_052M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C02_052E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C02_052M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C03_052E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C03_052M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C04_052E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C04_052M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C05_052E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C05_052M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed"
"S0501_C01_053E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C01_053M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C02_053E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C02_053M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C03_053E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C03_053M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C04_053E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C04_053M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C05_053E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C05_053M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force"
"S0501_C01_054E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C01_054M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C02_054E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C02_054M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C03_054E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C03_054M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C04_054E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C04_054M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C05_054E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C05_054M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Armed Forces"
"S0501_C01_055E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C01_055M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C02_055E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C02_055M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C03_055E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C03_055M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C04_055E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C04_055M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C05_055E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C05_055M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!Not in labor force"
"S0501_C01_056E","Total!!Estimate!!Civilian employed population 16 years and over"
"S0501_C01_056M","Total!!Margin of Error!!Civilian employed population 16 years and over"
"S0501_C02_056E","Native!!Estimate!!Civilian employed population 16 years and over"
"S0501_C02_056M","Native!!Margin of Error!!Civilian employed population 16 years and over"
"S0501_C03_056E","Foreign born!!Estimate!!Civilian employed population 16 years and over"
"S0501_C03_056M","Foreign born!!Margin of Error!!Civilian employed population 16 years and over"
"S0501_C04_056E","Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over"
"S0501_C04_056M","Foreign born; Naturalized citizen!!Margin of Error!!Civilian employed population 16 years and over"
"S0501_C05_056E","Foreign born; Not a U.S. citizen!!Estimate!!Civilian employed population 16 years and over"
"S0501_C05_056M","Foreign born; Not a U.S. citizen!!Margin of Error!!Civilian employed population 16 years and over"
"S0501_C01_057E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C01_057M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C02_057E","Native!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C02_057M","Native!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C03_057E","Foreign born!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C03_057M","Foreign born!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C04_057E","Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C04_057M","Foreign born; Naturalized citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C05_057E","Foreign born; Not a U.S. citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C05_057M","Foreign born; Not a U.S. citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Private wage and salary workers"
"S0501_C01_058E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C01_058M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C02_058E","Native!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C02_058M","Native!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C03_058E","Foreign born!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C03_058M","Foreign born!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C04_058E","Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C04_058M","Foreign born; Naturalized citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C05_058E","Foreign born; Not a U.S. citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C05_058M","Foreign born; Not a U.S. citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Government workers"
"S0501_C01_059E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C01_059M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C02_059E","Native!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C02_059M","Native!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C03_059E","Foreign born!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C03_059M","Foreign born!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C04_059E","Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C04_059M","Foreign born; Naturalized citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C05_059E","Foreign born; Not a U.S. citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C05_059M","Foreign born; Not a U.S. citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Self-employed workers in own not incorporated business"
"S0501_C01_060E","Total!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C01_060M","Total!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C02_060E","Native!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C02_060M","Native!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C03_060E","Foreign born!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C03_060M","Foreign born!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C04_060E","Foreign born; Naturalized citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C04_060M","Foreign born; Naturalized citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C05_060E","Foreign born; Not a U.S. citizen!!Estimate!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C05_060M","Foreign born; Not a U.S. citizen!!Margin of Error!!Civilian employed population 16 years and over!!CLASS OF WORKER!!Unpaid family workers"
"S0501_C01_061E","Total!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C01_061M","Total!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C02_061E","Native!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C02_061M","Native!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C03_061E","Foreign born!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C03_061M","Foreign born!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C04_061E","Foreign born; Naturalized citizen!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C04_061M","Foreign born; Naturalized citizen!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C05_061E","Foreign born; Not a U.S. citizen!!Estimate!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C05_061M","Foreign born; Not a U.S. citizen!!Margin of Error!!OCCUPATION!!Management, business, science, and arts occupations"
"S0501_C01_062E","Total!!Estimate!!OCCUPATION!!Service occupations"
"S0501_C01_062M","Total!!Margin of Error!!OCCUPATION!!Service occupations"
"S0501_C02_062E","Native!!Estimate!!OCCUPATION!!Service occupations"
"S0501_C02_062M","Native!!Margin of Error!!OCCUPATION!!Service occupations"
"S0501_C03_062E","Foreign born!!Estimate!!OCCUPATION!!Service occupations"
"S0501_C03_062M","Foreign born!!Margin of Error!!OCCUPATION!!Service occupations"
"S0501_C04_062E","Foreign born; Naturalized citizen!!Estimate!!OCCUPATION!!Service occupations"
"S0501_C04_062M","Foreign born; Naturalized citizen!!Margin of Error!!OCCUPATION!!Service occupations"
"S0501_C05_062E","Foreign born; Not a U.S. citizen!!Estimate!!OCCUPATION!!Service occupations"
"S0501_C05_062M","Foreign born; Not a U.S. citizen!!Margin of Error!!OCCUPATION!!Service occupations"
"S0501_C01_063E","Total!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0501_C01_063M","Total!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0501_C02_063E","Native!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0501_C02_063M","Native!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0501_C03_063E","Foreign born!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0501_C03_063M","Foreign born!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0501_C04_063E","Foreign born; Naturalized citizen!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0501_C04_063M","Foreign born; Naturalized citizen!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0501_C05_063E","Foreign born; Not a U.S. citizen!!Estimate!!OCCUPATION!!Sales and office occupations"
"S0501_C05_063M","Foreign born; Not a U.S. citizen!!Margin of Error!!OCCUPATION!!Sales and office occupations"
"S0501_C01_064E","Total!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C01_064M","Total!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C02_064E","Native!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C02_064M","Native!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C03_064E","Foreign born!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C03_064M","Foreign born!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C04_064E","Foreign born; Naturalized citizen!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C04_064M","Foreign born; Naturalized citizen!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C05_064E","Foreign born; Not a U.S. citizen!!Estimate!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C05_064M","Foreign born; Not a U.S. citizen!!Margin of Error!!OCCUPATION!!Natural resources, construction, and maintenance occupations"
"S0501_C01_065E","Total!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C01_065M","Total!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C02_065E","Native!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C02_065M","Native!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C03_065E","Foreign born!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C03_065M","Foreign born!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C04_065E","Foreign born; Naturalized citizen!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C04_065M","Foreign born; Naturalized citizen!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C05_065E","Foreign born; Not a U.S. citizen!!Estimate!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C05_065M","Foreign born; Not a U.S. citizen!!Margin of Error!!OCCUPATION!!Production, transportation, and material moving occupations"
"S0501_C01_066E","Total!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C01_066M","Total!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C02_066E","Native!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C02_066M","Native!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C03_066E","Foreign born!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C03_066M","Foreign born!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C04_066E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C04_066M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C05_066E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C05_066M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Agriculture, forestry, fishing and hunting, and mining"
"S0501_C01_067E","Total!!Estimate!!INDUSTRY!!Construction"
"S0501_C01_067M","Total!!Margin of Error!!INDUSTRY!!Construction"
"S0501_C02_067E","Native!!Estimate!!INDUSTRY!!Construction"
"S0501_C02_067M","Native!!Margin of Error!!INDUSTRY!!Construction"
"S0501_C03_067E","Foreign born!!Estimate!!INDUSTRY!!Construction"
"S0501_C03_067M","Foreign born!!Margin of Error!!INDUSTRY!!Construction"
"S0501_C04_067E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Construction"
"S0501_C04_067M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Construction"
"S0501_C05_067E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Construction"
"S0501_C05_067M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Construction"
"S0501_C01_068E","Total!!Estimate!!INDUSTRY!!Manufacturing"
"S0501_C01_068M","Total!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0501_C02_068E","Native!!Estimate!!INDUSTRY!!Manufacturing"
"S0501_C02_068M","Native!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0501_C03_068E","Foreign born!!Estimate!!INDUSTRY!!Manufacturing"
"S0501_C03_068M","Foreign born!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0501_C04_068E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Manufacturing"
"S0501_C04_068M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0501_C05_068E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Manufacturing"
"S0501_C05_068M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Manufacturing"
"S0501_C01_069E","Total!!Estimate!!INDUSTRY!!Wholesale trade"
"S0501_C01_069M","Total!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0501_C02_069E","Native!!Estimate!!INDUSTRY!!Wholesale trade"
"S0501_C02_069M","Native!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0501_C03_069E","Foreign born!!Estimate!!INDUSTRY!!Wholesale trade"
"S0501_C03_069M","Foreign born!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0501_C04_069E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Wholesale trade"
"S0501_C04_069M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0501_C05_069E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Wholesale trade"
"S0501_C05_069M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Wholesale trade"
"S0501_C01_070E","Total!!Estimate!!INDUSTRY!!Retail trade"
"S0501_C01_070M","Total!!Margin of Error!!INDUSTRY!!Retail trade"
"S0501_C02_070E","Native!!Estimate!!INDUSTRY!!Retail trade"
"S0501_C02_070M","Native!!Margin of Error!!INDUSTRY!!Retail trade"
"S0501_C03_070E","Foreign born!!Estimate!!INDUSTRY!!Retail trade"
"S0501_C03_070M","Foreign born!!Margin of Error!!INDUSTRY!!Retail trade"
"S0501_C04_070E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Retail trade"
"S0501_C04_070M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Retail trade"
"S0501_C05_070E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Retail trade"
"S0501_C05_070M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Retail trade"
"S0501_C01_071E","Total!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C01_071M","Total!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C02_071E","Native!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C02_071M","Native!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C03_071E","Foreign born!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C03_071M","Foreign born!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C04_071E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C04_071M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C05_071E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C05_071M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Transportation and warehousing, and utilities"
"S0501_C01_072E","Total!!Estimate!!INDUSTRY!!Information"
"S0501_C01_072M","Total!!Margin of Error!!INDUSTRY!!Information"
"S0501_C02_072E","Native!!Estimate!!INDUSTRY!!Information"
"S0501_C02_072M","Native!!Margin of Error!!INDUSTRY!!Information"
"S0501_C03_072E","Foreign born!!Estimate!!INDUSTRY!!Information"
"S0501_C03_072M","Foreign born!!Margin of Error!!INDUSTRY!!Information"
"S0501_C04_072E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Information"
"S0501_C04_072M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Information"
"S0501_C05_072E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Information"
"S0501_C05_072M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Information"
"S0501_C01_073E","Total!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C01_073M","Total!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C02_073E","Native!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C02_073M","Native!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C03_073E","Foreign born!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C03_073M","Foreign born!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C04_073E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C04_073M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C05_073E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C05_073M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing"
"S0501_C01_074E","Total!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C01_074M","Total!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C02_074E","Native!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C02_074M","Native!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C03_074E","Foreign born!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C03_074M","Foreign born!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C04_074E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C04_074M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C05_074E","Foreign born; Not a U.S. citizen!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C05_074M","Foreign born; Not a U.S. citizen!!Margin of Error!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services"
"S0501_C01_075E","Total!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C01_075M","Total!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C02_075E","Native!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C02_075M","Native!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C03_075E","Foreign born!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C03_075M","Foreign born!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C04_075E","Foreign born; Naturalized citizen!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance"
"S0501_C04_075M","Foreign born; Naturalized citizen!!Margin of Error!!INDUSTRY!!Educational services, and health care and social assistance"
